Name,EAN/UPC,Brand,Model Name,Model Number,Category,Sub-Category,Brand Color,Color,Compatible Device,Compatible With,Type (Name),Type,Material,Finish,Warranty,Warranty Summary,Description,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Video URL,Sales Package,Quantity,Tax,Price,Wholesale Price,Firstsale Price,Special Price From,Special Price To,Height,Depth,Weight,Meta Title,Meta Description,Meta Keyword,Key Features
iLuv Vyneer Back Case For Apple iPhone 6 - Pink,,iLuv,Vyneer,AI6VYNEPN,Cases & Protection,Apple,Pink,Pink,Phone,Apple iPhone 6,Back Case,"Back Case, Hard Case",,,No Warranty,,"Simple and streamlined, Vyneer gives your iPhone a clean, understated look without skimping on protection.  Featuring a polycarbonate base and a soft TPU frame around the edges, Vyneer keeps your phone safe from dings, scratches and dents.
 
Dual Material Protection
 
Vyneer offers a simple but effective combination of hard polycarbonate shell and soft TPU (thermoplastic polyurethane) frame to protect your iPhone. The polycarbonate shell protects the bulk of your phone from drops and falls, while the TPU frame shields the corners and edges from dings, scratches and dents.
 
Show Off Your PhoneÕs Color
 
The iPhone is a premium product and Vyneer allows you to protect your phone without covering its striking appearance. VyneerÕs translucent back allows you to show the beauty of your phone from every angle.
 
Full Access to Ports and Controls
 
An opening on the side of the case allows you to access volume control while a wider opening at the bottom grants full access to the Lightning port and headphone jack. Keep your iPhone safe and make full use of its features and functions with Vyneer. Features:
-Polycarbonate shell with TPU frame around corners and edges
-Translucent base allows you to show off your beautiful iPhone
-Soft TPU frame protects corners and edges from impacts, scratches and dents 
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down 
-Maintains access to all ports and controls",iLuv_Vyneer_Apple_iPhone_6_Pink_1.jpeg,iLuv_Vyneer_Apple_iPhone_6_Pink_2.jpeg,iLuv_Vyneer_Apple_iPhone_6_Pink_3.jpeg,iLuv_Vyneer_Apple_iPhone_6_Pink_4.jpeg,iLuv_Vyneer_Apple_iPhone_6_Pink_5.jpeg,iLuv_Vyneer_Apple_iPhone_6_Pink_6.jpeg,iLuv_Vyneer_Apple_iPhone_6_Pink_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Vyneer Back Case For Apple iPhone 6 - White,,iLuv,Vyneer,AI6VYNEWH,Cases & Protection,Apple,White,White,Phone,Apple iPhone 6,Back Case,"Back Case, Hard Case",,,No Warranty,,"Simple and streamlined, Vyneer gives your iPhone a clean, understated look without skimping on protection.  Featuring a polycarbonate base and a soft TPU frame around the edges, Vyneer keeps your phone safe from dings, scratches and dents.
 
Dual Material Protection
 
Vyneer offers a simple but effective combination of hard polycarbonate shell and soft TPU (thermoplastic polyurethane) frame to protect your iPhone. The polycarbonate shell protects the bulk of your phone from drops and falls, while the TPU frame shields the corners and edges from dings, scratches and dents.
 
Show Off Your PhoneÕs Color
 
The iPhone is a premium product and Vyneer allows you to protect your phone without covering its striking appearance. VyneerÕs translucent back allows you to show the beauty of your phone from every angle.
 
Full Access to Ports and Controls
 
An opening on the side of the case allows you to access volume control while a wider opening at the bottom grants full access to the Lightning port and headphone jack. Keep your iPhone safe and make full use of its features and functions with Vyneer. Features:
-Polycarbonate shell with TPU frame around corners and edges
-Translucent base allows you to show off your beautiful iPhone
-Soft TPU frame protects corners and edges from impacts, scratches and dents 
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down 
-Maintains access to all ports and controls",iLuv_Vyneer_Apple_iPhone_6_White_1.jpeg,iLuv_Vyneer_Apple_iPhone_6_White_2.jpeg,iLuv_Vyneer_Apple_iPhone_6_White_3.jpeg,iLuv_Vyneer_Apple_iPhone_6_White_4.jpeg,iLuv_Vyneer_Apple_iPhone_6_White_5.jpeg,iLuv_Vyneer_Apple_iPhone_6_White_6.jpeg,iLuv_Vyneer_Apple_iPhone_6_White_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Gossamer Back Case For Apple iPhone 6 - Transparent,,iLuv,Gossamer,AI6GOSS,Cases & Protection,Apple,Transparent,Transparent,Phone,Apple iPhone 6,Back Case,"Back Case, Hard Case",,,No Warranty,,"Protect your iPhone while preserving its stylish look. GossamerÕs clear hardshell construction allows you to show off your phone from every angle. Accented with a geometric pattern and UV-coated to prevent scratches, Gossamer is an elegant and durable case.
 
Show Off Your PhoneÕs Color
 
The iPhone is a premium product and Gossamer allows you to protect your phone without covering its striking appearance. GossamerÕs clear hardshell design allows you to show the beauty of your phone from every angle.
 
Exceptional Protection
 
GossamerÕs hardshell construction keeps your iPhone protected from drops, impacts and any other accidents that may occur. The case has been UV-coated to prevent scratches, preserving its clean and appealing look.
 
Form-Fitting Construction
 
Gossamer is made to fit the sleek shape of the iPhone. It provides your phone with a snug fit so that there are no gaps or spaces between your phone and the case. With Gossamer you never need to worry about your phone slipping free from the case. Features:
-Allows the beauty of your iPhone to shine through
-Hardshell construction for exceptional protection
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down
-Precision-engineered for a perfect fit
-Accented with a geometric pattern
-UV-coated to prevent scratches
-Maintains access to all ports and controls",iLuv_Gossamer_Apple_iPhone_6_Transparent_1.jpeg,iLuv_Gossamer_Apple_iPhone_6_Transparent_2.jpeg,iLuv_Gossamer_Apple_iPhone_6_Transparent_3.jpeg,iLuv_Gossamer_Apple_iPhone_6_Transparent_4.jpeg,iLuv_Gossamer_Apple_iPhone_6_Transparent_5.jpeg,iLuv_Gossamer_Apple_iPhone_6_Transparent_6.jpeg,iLuv_Gossamer_Apple_iPhone_6_Transparent_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Regatta Back Case For Apple iPhone 6 Plus - Black,,iLuv,Regatta,AI6PREGABK,Cases & Protection,Apple,Black,Black,Phone,Apple iPhone 6 Plus,Back Case,"Back Case, Tough Case",,,No Warranty,,"Give your iPhone the style and protection it deserves with Regatta. This dual-layer case is made from a combination of shock-absorbing TPU on the inside and impact-resistant polycarbonate on the outside to safeguard your phone from damage. RegattaÕs sleek, form-fitting shape ensures that your iPhone stays slim and lightweight while keeping it protected.
 
Double the Protection
 
Made from a two-layer construction of polycarbonate and thermoplastic polyurethane, Regatta offers double the protection for your iPhone. The hard polycarbonate exterior provides impact resistance while the soft thermoplastic polyurethane interior is shock absorbing. This combination of hard and soft materials will keep your phone safely protected from accidents and mishaps.
 
Sleek Profile
 
Despite its high level of protection, Regatta is slim and compact, making it the perfect complement to the iPhone.  An intelligently designed structure maximizes protection while minimizing bulk so that Regatta is sleek and easy to carry.
 
Form-Fitting Construction
 
Regatta is made to fit the sleek shape of the iPhone. It provides your phone with a snug fit so that there are no gaps or spaces between your phone and the case. With Regatta you never need to worry about your phone slipping free from the case. Features:
-Dual-layer combination of polycarbonate shell and soft TPU interior
-Intelligently designed structure to maximize protection while eliminating bulk
-Guards your device with double protection
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down
-Customized to fit securely on your iPhone
-Maintains access to all ports and controls
-Available in fun colors to suit your style",iLuv_Regatta_Apple_iPhone_6_Plus_Black_1.jpeg,iLuv_Regatta_Apple_iPhone_6_Plus_Black_2.jpeg,iLuv_Regatta_Apple_iPhone_6_Plus_Black_3.jpeg,iLuv_Regatta_Apple_iPhone_6_Plus_Black_4.jpeg,iLuv_Regatta_Apple_iPhone_6_Plus_Black_5.jpeg,iLuv_Regatta_Apple_iPhone_6_Plus_Black_6.jpeg,iLuv_Regatta_Apple_iPhone_6_Plus_Black_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Lay Up Back Case For Apple iPhone 6 Plus - Black,,iLuv,Lay Up,AI6PLAYU,Cases & Protection,Apple,Black,Black,Phone,Apple iPhone 6 Plus,Back Case,"Back Case, Tough Case",,,No Warranty,,"Keep your iPhone 6 Plus in its beautiful and pristine condition with Layup. This dual-layer case is made from a combination of shock-absorbing silicone and impact-resistant polycarbonate for maximum durability. Head out with your iPhone 6 Plus without worrying about damaging it from scratches, bumps and drops. Layup also has a built-in stand that can be pulled out and used to prop up your phone for comfortable landscape viewing.
 
Rugged Dual-Layer Protection
 
Built with a dual-layer combination of polycarbonate and silicone, Layup is especially rugged. The outer layer is made from soft, shock-absorbing silicone while the inner layer is constructed from hard, impact-resistant polycarbonate. The front of the case is designed with a raised edge that keeps your phone’s screen from touching surfaces even if it is placed or dropped face down. This combination of features provides superior protection against drops, impacts and other accidents.
 
Converts Into Stand
 
For added convenience, Layup converts into a stand so that you can type or watch movies and videos on your iPhone in comfort. Simply pull out the built-in stand and prop up your iPhone to enjoy.
 
Full Access to Ports and Controls
 
Protect your iPhone without covering any of its ports or controls. Layup allows you to make full use of your iPhone’s features and functions while keeping it safe. Features:
-Rugged construction safeguards your iPhone from drops and impacts
-Dual-layer combination of polycarbonate and silicone for dual protection
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down
-Built-in stand to prop up phone for comfortable landscape viewing
-Textured silicone casing prevents dust build up
-Maintains access to all ports and controls",iLuv_Lay_Up_Apple_iPhone_6_Plus_Black_1.jpeg,iLuv_Lay_Up_Apple_iPhone_6_Plus_Black_2.jpeg,iLuv_Lay_Up_Apple_iPhone_6_Plus_Black_3.jpeg,iLuv_Lay_Up_Apple_iPhone_6_Plus_Black_4.jpeg,iLuv_Lay_Up_Apple_iPhone_6_Plus_Black_5.jpeg,iLuv_Lay_Up_Apple_iPhone_6_Plus_Black_6.jpeg,iLuv_Lay_Up_Apple_iPhone_6_Plus_Black_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Vyneer Back Case For Apple iPhone 6 Plus - Black,,iLuv,Vyneer,AI6PVYNEBK,Cases & Protection,Apple,Black,Black,Phone,Apple iPhone 6 Plus,Back Case,"Back Case, Hard Case",,,No Warranty,,"Simple and streamlined, Vyneer gives your iPhone a clean, understated look without skimping on protection.  Featuring a polycarbonate base and a soft TPU frame around the edges, Vyneer keeps your phone safe from dings, scratches and dents.
 
Dual Material Protection
 
Vyneer offers a simple but effective combination of hard polycarbonate shell and soft TPU (thermoplastic polyurethane) frame to protect your iPhone. The polycarbonate shell protects the bulk of your phone from drops and falls, while the TPU frame shields the corners and edges from dings, scratches and dents.
 
Show Off Your PhoneÕs Color
 
The iPhone is a premium product and Vyneer allows you to protect your phone without covering its striking appearance. VyneerÕs translucent back allows you to show the beauty of your phone from every angle.
 
Full Access to Ports and Controls
 
An opening on the side of the case allows you to access volume control while a wider opening at the bottom grants full access to the Lightning port and headphone jack. Keep your iPhone safe and make full use of its features and functions with Vyneer. Features:
-Polycarbonate shell with TPU frame around corners and edges
-Translucent base allows you to show off your beautiful iPhone
-Soft TPU frame protects corners and edges from impacts, scratches and dents
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down 
-Maintains access to all ports and controls",iLuv_Vyneer_Apple_iPhone_6_Plus_Black_1.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_Black_2.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_Black_3.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_Black_4.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_Black_5.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_Black_6.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_Black_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Vyneer Back Case For Apple iPhone 6 Plus - White,,iLuv,Vyneer,AI6PVYNEWH,Cases & Protection,Apple,White,White,Phone,Apple iPhone 6 Plus,Back Case,"Back Case, Hard Case",,,No Warranty,,"Simple and streamlined, Vyneer gives your iPhone a clean, understated look without skimping on protection.  Featuring a polycarbonate base and a soft TPU frame around the edges, Vyneer keeps your phone safe from dings, scratches and dents.
 
Dual Material Protection
 
Vyneer offers a simple but effective combination of hard polycarbonate shell and soft TPU (thermoplastic polyurethane) frame to protect your iPhone. The polycarbonate shell protects the bulk of your phone from drops and falls, while the TPU frame shields the corners and edges from dings, scratches and dents.
 
Show Off Your PhoneÕs Color
 
The iPhone is a premium product and Vyneer allows you to protect your phone without covering its striking appearance. VyneerÕs translucent back allows you to show the beauty of your phone from every angle.
 
Full Access to Ports and Controls
 
An opening on the side of the case allows you to access volume control while a wider opening at the bottom grants full access to the Lightning port and headphone jack. Keep your iPhone safe and make full use of its features and functions with Vyneer. Features:
-Polycarbonate shell with TPU frame around corners and edges
-Translucent base allows you to show off your beautiful iPhone
-Soft TPU frame protects corners and edges from impacts, scratches and dents
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down 
-Maintains access to all ports and controls",iLuv_Vyneer_Apple_iPhone_6_Plus_White_1.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_White_2.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_White_3.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_White_4.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_White_5.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_White_6.jpeg,iLuv_Vyneer_Apple_iPhone_6_Plus_White_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Gelato Back Case For Apple iPhone 6 Plus - Black,,iLuv,Gelato,AI6PGELABK,Cases & Protection,Apple,Black,Black,Phone,Apple iPhone 6 Plus,Back Case,"Back Case, Soft Case",,,No Warranty,,"Decorate your iPhone in a soft, flexible case thatÕs simple and understated. If youÕre searching for something minimal yet protective, try Gelato.
 
Form-Fitting Construction
 
Gelato is made to fit the sleek shape of the iPhone. It provides your phone with a snug fit so that there are no gaps or spaces between your phone and the case. With Gelato you never need to worry about your phone slipping free from the case.
 
Reliable Protection
 
Keep your iPhone protected from bumps and scratches with Gelato. Soft, flexible and lightweight, Gelato is also durable enough to withstand the rigors of everyday use.
 
Full Access to Ports and Controls
 
Protect your phone without covering any of its ports or controls. Gelato allows you to make full use of the iPhoneÕs features and functions while keeping it safe. Features:
-Form-fitting construction fits securely on your iPhone
-Lightweight and soft to the touch
-Protects your iPhone from bumps and scratches
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down
-Maintains access to all ports and controls",iLuv_Gelato_Apple_iPhone_6_Plus_Black_1.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_Black_2.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_Black_3.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_Black_4.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_Black_5.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_Black_6.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_Black_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Gelato Back Case For Apple iPhone 6 Plus - White,,iLuv,Gelato,AI6PGELAWH,Cases & Protection,Apple,White,White,Phone,Apple iPhone 6 Plus,Back Case,"Back Case, Soft Case",,,No Warranty,,"Decorate your iPhone in a soft, flexible case thatÕs simple and understated. If youÕre searching for something minimal yet protective, try Gelato.
 
Form-Fitting Construction
 
Gelato is made to fit the sleek shape of the iPhone. It provides your phone with a snug fit so that there are no gaps or spaces between your phone and the case. With Gelato you never need to worry about your phone slipping free from the case.
 
Reliable Protection
 
Keep your iPhone protected from bumps and scratches with Gelato. Soft, flexible and lightweight, Gelato is also durable enough to withstand the rigors of everyday use.
 
Full Access to Ports and Controls
 
Protect your phone without covering any of its ports or controls. Gelato allows you to make full use of the iPhoneÕs features and functions while keeping it safe. Features:
-Form-fitting construction fits securely on your iPhone
-Lightweight and soft to the touch
-Protects your iPhone from bumps and scratches
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down
-Maintains access to all ports and controls",iLuv_Gelato_Apple_iPhone_6_Plus_White_1.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_White_2.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_White_3.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_White_4.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_White_5.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_White_6.jpeg,iLuv_Gelato_Apple_iPhone_6_Plus_White_7.jpeg,,1,1,12.5,,,,,,,,,,,,
iLuv Gossamer Back Case For Apple iPhone 6 Plus - Transparent,,iLuv,Gossamer,AI6PGOSS,Cases & Protection,Apple,Transparent,Transparent,Phone,Apple iPhone 6 Plus,Back Case,"Back Case, Hard Case",,,No Warranty,,"Protect your iPhone while preserving its stylish look. GossamerÕs clear hardshell construction allows you to show off your phone from every angle. UV-coated to prevent scratches, Gossamer is a case that combines elegance and durability.
 
Show Off Your PhoneÕs Color
 
The iPhone is a premium product and Gossamer allows you to protect your phone without covering its striking appearance. GossamerÕs clear hardshell design allows you to show the beauty of your phone from every angle.
 
Exceptional Protection
 
GossamerÕs hardshell construction keeps your iPhone protected from drops, impacts and any other accidents that may occur. The case has been UV-coated to prevent scratches, preserving its clean and appealing look.
 
Form-Fitting Construction
 
Gossamer is made to fit the sleek shape of the iPhone. It provides your phone with a snug fit so that there are no gaps or spaces between your phone and the case. With Gossamer you never need to worry about your phone slipping free from the case. Features:
-Allows the beauty of your iPhone to shine through
-Hardshell construction for exceptional protection
-Front of case features a raised edge that prevents the screen from touching surfaces even when placed face down
-Precision-engineered for a perfect fit
-UV-coated to prevent scratches
-Maintains access to all ports and controls",iLuv_Gossamer_Apple_iPhone_6_Plus_Transparent_1.jpeg,iLuv_Gossamer_Apple_iPhone_6_Plus_Transparent_2.jpeg,iLuv_Gossamer_Apple_iPhone_6_Plus_Transparent_3.jpeg,iLuv_Gossamer_Apple_iPhone_6_Plus_Transparent_4.jpeg,iLuv_Gossamer_Apple_iPhone_6_Plus_Transparent_5.jpeg,iLuv_Gossamer_Apple_iPhone_6_Plus_Transparent_6.jpeg,iLuv_Gossamer_Apple_iPhone_6_Plus_Transparent_7.jpeg,,1,1,12.5,,,,,,,,,,,,
Incipio Feather Back Case For Apple iPhone 6 - Light Blue,,Incipio,Feather,Iph-1177-Blu,Cases & Protection,Apple,Light Blue,Blue,Phone,Apple iPhone 6,Back Case,"Back Case, Hard Case",,,No Warranty,,"An Incipio classic, the lightweight feather Case features a high density Plextonium polycarbonate construction and shock absorbing EVA interior liner for added device protection. The sleek, ultra thin case snaps on to the rear of your device for quick installation and adds discreet protection to maintain the slim shape of your device. Express your style in a wide variety of stylish colors! Lightweight and thin design for low-profile protection against bumps and scratches while retaining the slim shape of your new smartphone
Snap-on application for a quick and user-friendly installation
Flash-diffusing coated camera ring
Premium EVA foam inner liner absorbs shock. Measurements:
Length: 5.54 in (140.716 mm)
Thickness: 0.06 in (1.524 mm)
Width: 2.78 in (70.612 mm)
Depth: 0.38 in (9.652 mm)",Incipio_Feather_Apple_iPhone_6_Light_Blue_1.jpeg,Incipio_Feather_Apple_iPhone_6_Light_Blue_2.jpeg,Incipio_Feather_Apple_iPhone_6_Light_Blue_3.jpeg,Incipio_Feather_Apple_iPhone_6_Light_Blue_4.jpeg,Incipio_Feather_Apple_iPhone_6_Light_Blue_5.jpeg,Incipio_Feather_Apple_iPhone_6_Light_Blue_6.jpeg,Incipio_Feather_Apple_iPhone_6_Light_Blue_7.jpeg,,,,,,,,,,,,,,,,
Incipio Feather Shine Back Case For Apple iPhone 6 - Black,,Incipio,Feather Shine,Iph-1178-Gld,Cases & Protection,Apple,Black,Black,Phone,Apple iPhone 6,Back Case,"Back Case, Hard Case",,,No Warranty,,"The sophisticated feather SHINE Case is constructed of a rigid ABS polymer frame with a premium brushed aluminum style finish. The lightweight snap-on case provides device protection against dents and scratches, with a sleek and ultra-thin design. High density rigid hard shell protects device from scratches and dents while the EVA pad interior gently cushions the device
Sleek, premium brushed aluminum style finish for a sophisticated look and feel
Low-profile, lightweight structure
Snap-on design for quick and user-friendly installation. Measurements:
Length: 5.54 in (140.716 mm)
Thickness: 0.08 in (2.032 mm)
Width: 2.78 in (70.612 mm)
Depth: 0.38 in (9.652 mm)",Incipio_Feather_Shine_Apple_iPhone_6_Black_1.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Black_2.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Black_3.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Black_4.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Black_5.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Black_6.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Black_7.jpeg,,,,,,,,,,,,,,,,
Incipio Feather Shine Back Case For Apple iPhone 6 - Gold,,Incipio,Feather Shine,Iph-1178-Blk,Cases & Protection,Apple,Gold,Gold,Phone,Apple iPhone 6,Back Case,"Back Case, Hard Case",,,No Warranty,,"The sophisticated feather SHINE Case is constructed of a rigid ABS polymer frame with a premium brushed aluminum style finish. The lightweight snap-on case provides device protection against dents and scratches, with a sleek and ultra-thin design. High density rigid hard shell protects device from scratches and dents while the EVA pad interior gently cushions the device
Sleek, premium brushed aluminum style finish for a sophisticated look and feel
Low-profile, lightweight structure
Snap-on design for quick and user-friendly installation. Measurements:
Length: 5.54 in (140.716 mm)
Thickness: 0.08 in (2.032 mm)
Width: 2.78 in (70.612 mm)
Depth: 0.38 in (9.652 mm)",Incipio_Feather_Shine_Apple_iPhone_6_Gold_1.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Gold_2.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Gold_3.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Gold_4.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Gold_5.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Gold_6.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Gold_7.jpeg,,,,,,,,,,,,,,,,
Incipio Feather Shine Back Case For Apple iPhone 6 - Silver,,Incipio,Feather Shine,Iph-1178-Slvr,Cases & Protection,Apple,Silver,Silver,Phone,Apple iPhone 6,Back Case,"Back Case, Hard Case",,,No Warranty,,"The sophisticated feather SHINE Case is constructed of a rigid ABS polymer frame with a premium brushed aluminum style finish. The lightweight snap-on case provides device protection against dents and scratches, with a sleek and ultra-thin design. High density rigid hard shell protects device from scratches and dents while the EVA pad interior gently cushions the device
Sleek, premium brushed aluminum style finish for a sophisticated look and feel
Low-profile, lightweight structure
Snap-on design for quick and user-friendly installation. Measurements:
Length: 5.54 in (140.716 mm)
Thickness: 0.08 in (2.032 mm)
Width: 2.78 in (70.612 mm)
Depth: 0.38 in (9.652 mm)",Incipio_Feather_Shine_Apple_iPhone_6_Silver_1.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Silver_2.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Silver_3.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Silver_4.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Silver_5.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Silver_6.jpeg,Incipio_Feather_Shine_Apple_iPhone_6_Silver_7.jpeg,,,,,,,,,,,,,,,,
Incipio Highland Flip Case For Apple iPhone 6 - White/Grey,,Incipio,Highland,Iph-1183-Whtgry,Cases & Protection,Apple,White/Grey,White,Phone,Apple iPhone 6,Flip Case,Flip Case,,,No Warranty,,"Incipio’s Highland Case is a sophisticated folio with a sturdy, premium rigid textile front cover and a sleek brushed aluminum style finish. The folio’s cover includes an interior slot to store your credit card or ID, and converts into kickstand mode for hands-free media viewing. Whether at the office or traveling on-the-go, the Highland? Case is the perfect blend of premium and lightweight folio protection. Rigid textile cover provides full protection and a refined look and feel
Hard shell snap-on back with a premium brushed aluminum style finish
Hands-free viewing mode for a comfortable media streaming experience
Interior slot on the cover provides convenient credit card or ID storage. Measurements:
Length: 5.52 in (140.208 mm)
Thickness: 0.1 in (2.54 mm)
Width: 2.8 in (71.12 mm)
Depth: 0.55 in (13.97 mm)",Incipio_Highland_Apple_iPhone_6_White/Grey_1.jpeg,Incipio_Highland_Apple_iPhone_6_White/Grey_2.jpeg,Incipio_Highland_Apple_iPhone_6_White/Grey_3.jpeg,Incipio_Highland_Apple_iPhone_6_White/Grey_4.jpeg,Incipio_Highland_Apple_iPhone_6_White/Grey_5.jpeg,Incipio_Highland_Apple_iPhone_6_White/Grey_6.jpeg,Incipio_Highland_Apple_iPhone_6_White/Grey_7.jpeg,,,,,,,,,,,,,,,,
Incipio Octane Back Case For Apple iPhone 6 - Neon Green,,Incipio,Octane,Iph-1190-Frstgrn,Cases & Protection,Apple,Neon Green,Green,Phone,Apple iPhone 6,Back Case,"Back Case, Tough Case",,,No Warranty,,"Incipio’s impact absorbing Octane Case is precision engineered with a rigid Plextonium polycarbonate back shell and a shock absorbent Flex2O TPU textured bumper. Finished with a frosted transparent back and contrasting colorful bumper, the Octane? Case takes protection to the next level. Shock absorbing co-molded design with dual materials for double the protection without the bulk
Impact resistant Flex2O TPU bumper is flexible for user-friendly installation
Frosted transparent Plextonium polycarbonate exterior shows off your device while keeping it protected
Shockproof: MIL_STD-810G Method 516.6 Procedure IV, 4ft (Transit Drop) Tested and Passed. Measurements:
Length: 5.66 in (143.764 mm)
Thickness: 0.07 in (1.778 mm)
Width: 2.78 in (70.612 mm)
Depth: 0.4 in (10.16 mm)",Incipio_Octane_Apple_iPhone_6_Neon_Green_1.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Green_2.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Green_3.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Green_4.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Green_5.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Green_6.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Green_7.jpeg,,,,,,,,,,,,,,,,
Incipio Octane Back Case For Apple iPhone 6 - Neon Orange,,Incipio,Octane,Iph-1190-Frstoj,Cases & Protection,Apple,Neon Orange,Orange,Phone,Apple iPhone 6,Back Case,"Back Case, Tough Case",,,No Warranty,,"Incipio’s impact absorbing Octane Case is precision engineered with a rigid Plextonium polycarbonate back shell and a shock absorbent Flex2O TPU textured bumper. Finished with a frosted transparent back and contrasting colorful bumper, the Octane? Case takes protection to the next level. Shock absorbing co-molded design with dual materials for double the protection without the bulk
Impact resistant Flex2O TPU bumper is flexible for user-friendly installation
Frosted transparent Plextonium polycarbonate exterior shows off your device while keeping it protected
Shockproof: MIL_STD-810G Method 516.6 Procedure IV, 4ft (Transit Drop) Tested and Passed. Measurements:
Length: 5.66 in (143.764 mm)
Thickness: 0.07 in (1.778 mm)
Width: 2.78 in (70.612 mm)
Depth: 0.4 in (10.16 mm)",Incipio_Octane_Apple_iPhone_6_Neon_Orange_1.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Orange_2.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Orange_3.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Orange_4.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Orange_5.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Orange_6.jpeg,Incipio_Octane_Apple_iPhone_6_Neon_Orange_7.jpeg,,,,,,,,,,,,,,,,
